Episode;Rewards
2148;98.28
2149;99.6
2150;98.92
2151;99.4
2152;98.08
2153;99.76
2154;99.8
2155;99.6
2156;99.4
2157;98.44
2158;99.32
2159;99.6
2160;98.96
2161;98.44
2162;99.28
2163;95.44
2164;98.48
2165;99.56
2166;98.68
2167;99.12
2168;99.8
2169;99.56
2170;99.76
2171;99.84
2172;98.92
2173;98.36
2174;99.84
2175;99.56
2176;99.76
2177;99.76
2178;99.6
2179;99.88
2180;99.68
2181;98.64
2182;99.48
2183;99.72
2184;98.56
2185;99.76
2186;99.64
2187;98.36
2188;99.88
2189;98.88
2190;99.56
2191;96.64
2192;98.28
2193;99.4
2194;99.68
2195;99.56
2196;98.6
2197;99.6
2198;99.52
2199;99.12
2200;99.16
2201;98.88
2202;98.76
2203;99.72
2204;99.52
2205;99.8
2206;96.96
2207;99.4
2208;98.08
2209;97.44
2210;99.84
2211;99.4
2212;99.36
2213;99.52
2214;99.36
2215;99.68
2216;98.76
2217;99.72
2218;99.32
2219;99.64
2220;99.2
2221;99.52
2222;99.44
2223;99.72
2224;99.88
2225;99.68
2226;99.28
2227;99.6
2228;98.44
2229;99.68
2230;99.68
2231;99.68
2232;99.76
2233;99.72
2234;99.6
2235;99.64
2236;98.36
2237;99.76
2238;99.8
2239;99.12
2240;99.64
2241;97.4
2242;99.76
2243;98.64
2244;98.96
2245;99.48
2246;99.48
2247;98.88
2248;99.76
2249;99.56
2250;99.64
2251;99.8
2252;99.52
2253;99.72
2254;98.76
2255;99.84
2256;99.6
2257;98.68
2258;97.88
2259;99.6
2260;99.32
2261;99.36
2262;99.8
2263;99.6
2264;99.6
2265;98.88
2266;97.88
2267;99.72
2268;-101.12
2269;99.64
2270;99.2
2271;99.56
2272;99.12
2273;99.56
2274;98.24
2275;98.28
2276;99.84
2277;98.76
2278;99.56
2279;99.68
2280;99.28
2281;99.12
2282;99.64
2283;99.4
2284;98.52
2285;99.64
2286;99.48
2287;99.44
2288;99.32
2289;99.24
2290;99.72
2291;99.8
2292;99.12
2293;99.88
2294;99.8
2295;96.8
2296;99.76
2297;99.84
2298;99.08
2299;98.16
2300;98.04
2301;99.88
2302;99.64
2303;99.52
2304;99.6
2305;98.36
2306;99.6
2307;99.68
2308;99.88
2309;97.32
2310;98.72
2311;98.92
2312;99.36
2313;99.8
2314;99.8
2315;99.64
2316;99.68
2317;99.32
2318;99.72
2319;99.52
2320;99.84
2321;99.48
2322;99.8
2323;98.2
2324;99.68
2325;99.28
2326;99.52
2327;99.08
2328;99.24
2329;97.92
2330;99.64
2331;99.12
2332;97.52
2333;99.76
2334;99.36
2335;99.52
2336;99.68
2337;99.28
2338;99.56
2339;99.08
2340;99
2341;99.04
2342;98.92
2343;97.84
2344;99.44
2345;99.76
2346;99.76
2347;97.56
2348;98.96
2349;99.8
2350;99.88
2351;99.32
2352;99.76
2353;99.84
2354;98.68
2355;98.32
2356;99
2357;99.48
2358;99.12
2359;97.92
2360;98.56
2361;99.52
2362;98.32
2363;99.68
2364;99.64
2365;99.76
2366;99.44
2367;99.2
2368;96.76
2369;98.68
2370;99.36
2371;99.6
2372;99.48
2373;99.04
2374;99.36
2375;99.36
2376;99.8
2377;99.84
2378;99.84
2379;99.68
2380;99.76
2381;99.48
2382;99.72
2383;99.68
2384;99.52
2385;99.4
2386;99.4
2387;98.72
2388;98.44
2389;98.88
2390;98.92
2391;99.44
2392;99.76
2393;99.68
2394;99.76
2395;99.4
2396;99.6
2397;99.64
2398;99.28
2399;98.92
2400;98.96
2401;99.52
2402;99.32
2403;98.92
2404;99.24
2405;99.76
2406;99.32
2407;99.6
2408;99.4
2409;99.48
2410;99.4
2411;99.8
2412;97.6
2413;99.76
2414;98.72
2415;98.6
2416;98.68
2417;98.68
2418;99.28
2419;99.28
2420;99.56
2421;99.76
2422;99.16
2423;-100.32
2424;99.6
2425;97.92
2426;99.48
2427;98.84
2428;99.84
2429;99.16
2430;97
2431;99.2
2432;99
2433;99.56
2434;99.56
2435;99.24
2436;99.72
2437;98.92
2438;98.56
2439;98.52
2440;99.72
2441;99.8
2442;99.52
2443;99.48
2444;99.88
2445;99.56
2446;98.84
2447;99.28
2448;98.8
2449;99.12
2450;99.12
2451;99.24
2452;99.68
2453;98.96
2454;99.44
2455;99.36
2456;99.76
2457;97.4
2458;98.88
2459;99.8
2460;98.48
2461;99.44
2462;98.4
2463;99.32
2464;97.2
2465;98.68
2466;99.8
2467;99.04
2468;99.48
2469;99.64
2470;99.68
2471;99.12
2472;99.68
2473;98.64
2474;96.88
2475;99.36
2476;99.4
2477;99.88
2478;99.72
2479;99.32
2480;98.64
2481;99.8
2482;99.72
2483;99.64
2484;98.96
2485;98.92
2486;98.96
2487;99.68
2488;99.56
2489;99.84
2490;99.72
2491;99.88
2492;99.8
2493;99.76
2494;98.56
2495;99.4
2496;98.76
2497;99.84
2498;99.76
2499;98.84
2500;99.28
2501;99.52
2502;99.32
2503;99.48
2504;99.84
2505;99.48
2506;98.12
2507;98.28
2508;98.92
2509;99.24
2510;99.6
2511;98.92
2512;99.52
2513;99.8
2514;98.88
2515;99.88
2516;99.56
2517;99.68
2518;99.16
2519;98.68
2520;99.84
2521;99.84
2522;99.64
2523;98.64
2524;97.84
2525;99.76
2526;99.28
2527;97.44
2528;99.8
2529;99.16
2530;99.08
2531;99.48
2532;98.68
2533;99.8
2534;98.56
2535;99.72
2536;99.56
2537;98.4
2538;99.84
2539;99.68
2540;96.6
2541;99.4
2542;99.72
2543;99.36
2544;99.8
2545;99.68
2546;99.72
2547;99.8
2548;99.56
2549;99.76
2550;99.88
2551;99.76
2552;99.84
2553;99.4
2554;98.88
2555;99.16
2556;99.8
2557;99.76
2558;99.52
2559;98.72
2560;99.16
2561;99.76
2562;99.72
2563;99.64
2564;99.2
2565;98.52
2566;99.44
2567;99.2
2568;99.2
2569;99.68
2570;99.72
2571;99.88
2572;98.8
2573;99.32
2574;98.56
2575;97.96
2576;99.24
2577;99.36
2578;98.64
2579;99.04
2580;99.64
2581;99.76
2582;99.8
2583;99.76
2584;98.76
2585;99.4
2586;99.6
2587;99.4
2588;99.76
2589;99.32
2590;95.92
2591;99.84
2592;99.16
2593;99.4
2594;99.64
2595;98.84
2596;99.64
2597;99.72
2598;99.88
2599;99.44
2600;99.72
2601;99.64
2602;99.28
2603;99.32
2604;99.52
2605;99.24
2606;99.8
2607;98.76
2608;99.56
2609;99.88
2610;-101.72
2611;99.44
2612;99.32
2613;99.88
2614;99.56
2615;98.36
2616;97.6
2617;99.76
2618;98.72
2619;99.32
2620;99.32
2621;98.32
2622;99.8
2623;98.44
2624;99.64
2625;99.48
2626;99.72
2627;99.84
2628;98
2629;99.76
2630;99.08
2631;99.8
2632;99.84
2633;99.8
2634;99.32
2635;95.48
2636;99.32
2637;99.48
2638;99.48
2639;99.08
2640;98.6
2641;99.44
2642;99.84
2643;99.64
2644;99.36
2645;99.84
2646;99.4
2647;99.48
2648;99.72
2649;98.92
2650;99
2651;98.92
2652;99.04
2653;99.52
2654;99.64
2655;98.52
2656;98.8
2657;99.56
2658;99.24
2659;99.68
2660;99.24
2661;99.84
2662;99.88
2663;97.6
2664;99.56
2665;98.68
2666;99.44
2667;98.88
2668;99.72
2669;99.44
2670;99.88
2671;99.68
2672;99.88
2673;99.56
2674;99.28
2675;99.84
2676;98.44
2677;99.8
2678;99.88
2679;98.72
2680;99.04
2681;98.08
2682;99.24
2683;99.56
2684;99.56
2685;99.44
2686;99.32
2687;99.04
2688;99.76
2689;98.04
2690;99.6
2691;94.24
2692;99.12
2693;99.08
2694;99.12
2695;99.76
2696;99.8
2697;99.8
2698;99.36
2699;99.12
2700;98.36
2701;99.64
2702;99.4
2703;-100.76
2704;99.76
2705;98.36
2706;98.72
2707;98.32
2708;99.44
2709;98.12
2710;98.36
2711;99
2712;99.76
2713;99.8
2714;99.8
2715;99.68
2716;98.84
2717;99.56
2718;99.64
2719;99.84
2720;99.32
2721;99.76
2722;98.76
2723;99.36
2724;98.96
2725;99.28
2726;99.56
2727;99.44
2728;99.64
2729;97.2
2730;99.84
2731;99.72
2732;99.4
2733;99.68
2734;97.88
2735;-100.44
2736;98.6
2737;99.68
2738;98.28
2739;99.88
2740;99.72
2741;99.04
2742;98.88
2743;99.64
2744;98.24
2745;99.76
2746;99.48
2747;99.48
2748;99.04
2749;99.56
2750;99.56
2751;99.24
2752;99.36
2753;99.52
2754;99.8
2755;99.48
2756;99.72
2757;98.44
2758;99.44
2759;99.56
2760;99.72
2761;98.96
2762;99
2763;99.76
2764;99.44
2765;99.44
2766;99.36
2767;99.8
2768;99.76
2769;99.64
2770;99.56
2771;99.32
2772;99.88
2773;99.04
2774;99.24
2775;99.72
2776;99.04
2777;99.76
2778;99.64
2779;99.88
2780;98.56
2781;98.56
2782;99.68
2783;99.2
2784;99.72
2785;99.76
2786;99.8
2787;99.52
2788;99.88
2789;99.08
2790;98.08
2791;99.6
2792;99.24
2793;99.16
2794;99.6
2795;99.84
2796;99.6
2797;99.08
2798;99.76
2799;98.8
2800;99.56
2801;99.8
2802;98.6
2803;99.4
2804;99.68
2805;99.4
2806;99.16
2807;99.32
2808;99.88
2809;99.36
2810;99.76
2811;98.24
2812;99.72
2813;99.32
2814;98.88
2815;99.4
2816;99.76
2817;98.08
2818;98.6
2819;96.8
2820;99.6
2821;99.84
2822;99.84
2823;99.48
2824;99.24
2825;99.56
2826;99.56
2827;99.84
2828;99.56
2829;99.36
2830;-100.88
2831;99.08
2832;98.96
2833;99.72
2834;97.64
2835;98.88
2836;98.44
2837;99.84
2838;98.92
2839;99.12
2840;98.24
2841;99.04
2842;99.48
2843;99.36
2844;98.72
2845;99.68
2846;98.44
2847;99.84
2848;98.64
2849;99.56
2850;99.8
2851;99.72
2852;99.36
2853;99.24
2854;99.4
2855;99.2
2856;99.8
2857;99.48
2858;99.48
2859;99.2
2860;99.52
2861;98.52
2862;99.24
2863;99.6
2864;99.6
2865;99.76
2866;98
2867;99.8
2868;99.84
2869;99.88
2870;99.32
2871;97.76
2872;98.96
2873;99.32
2874;99.08
2875;98.84
2876;99.12
2877;99.04
2878;98.52
2879;99.04
2880;98.72
2881;99.4
2882;99.44
2883;99.88
2884;99.56
2885;98.68
2886;99.32
2887;99.76
2888;98.76
2889;99.68
2890;99.56
2891;99.76
2892;99.44
2893;99.24
2894;99.28
2895;99.56
2896;98.56
2897;99.52
2898;99.48
2899;98.96
2900;99.84
2901;99.8
2902;99.48
2903;99.68
2904;99.32
2905;98.6
2906;99.8
2907;99.6
2908;99.44
2909;99.8
2910;99.6
2911;98.8
2912;99.64
2913;99.72
2914;99.72
2915;99.04
2916;98.92
2917;99.76
2918;99.72
2919;98.2
2920;99.88
2921;99.4
2922;98.12
2923;98.68
2924;98.28
2925;98.92
2926;99.12
2927;99.24
2928;99.24
2929;97.64
2930;99.52
2931;99.72
2932;99.12
2933;99.76
2934;99.2
2935;99.84
2936;99.24
2937;99.8
2938;99.84
2939;99.12
2940;96.64
2941;98.48
2942;99.76
2943;99.08
2944;98.8
2945;99.88
2946;99
2947;99.52
2948;99.72
2949;99.8
2950;99.12
2951;99.56
2952;99.32
2953;98.84
2954;99.76
2955;99.72
2956;98.88
2957;99.48
2958;98.84
2959;98.76
2960;99
2961;98.88
2962;98.48
2963;99.68
2964;99.32
2965;99.16
2966;99.2
2967;99.84
2968;99.04
2969;99.56
2970;99.8
2971;98.88
2972;99
2973;99.16
2974;99.2
2975;99.84
2976;99.08
2977;99.2
2978;99.08
2979;99
2980;99.72
2981;99.56
2982;99.4
2983;99.28
2984;99.84
2985;99.84
2986;99.76
2987;99.76
2988;98.4
2989;99.08
2990;99.6
2991;99.36
2992;98.24
2993;99.16
2994;99.72
2995;99.56
2996;99.2
2997;98.92
2998;96.8
2999;99.88
